,idx,para,entities,preds,meta,f1
5. Sun | True | as it is a star, an astronomical object
6. habitable zone | True | as it is an abstract scientific concept with a specific name
7. alien life | False | as it is a general concept and has no specific associated name",0.9230769230769231
83,303,Leukocyte and platelet levels of Gsubαs / sub and Gi alpha subunit is also elavated in those with bipolar disorder .,"['Leukocyte', 'platelet', 'Gsubαs / sub', 'Gi alpha subunit', 'bipolar disorder']","['gi alpha subunit', 'leukocyte', 'platelet', 'gsubαs/sub', 'bipolar disorder']","1. Leukocyte | True | as it is a type of cell
2. Platelet | True | as it is a type of cell
3. Gsubαs/sub | True | as it is a protein or chemical compound
4. Gi alpha subunit | True | as it is a protein or chemical compound
5. Bipolar disorder | True | as it is a medical condition or scientific concept",0.8
84,128,"This range , as well as the relative speeds between the planets , led Kepler to conclude that the Solar System was composed of two basses ( Saturn and Jupiter ) , a tenor ( Mars ) , two altos ( Venus and Earth ) , and a soprano ( Mercury ) , which had sung in perfect concord , at the beginning of time , and could potentially arrange themselves to do so again .","['Kepler', 'Solar System', 'Saturn', 'Jupiter', 'Mars', 'Venus', 'Earth', 'Mercury']","['mercury', 'solar system', 'kepler', 'earth', 'mars', 'venus', 'saturn', 'jupiter']","1. Kepler | True | as it is a person (scientist)
2. Solar System | True | as it is an astronomical object
3. Saturn | True | as it is a planet (astronomical object)
4. Jupiter | True | as it is a planet (astronomical object)
5. Mars | True | as it is a planet (astronomical object)
6. Venus | True | as it is a planet (astronomical object)
7. Earth | True | as it is a planet (astronomical object)
8. Mercury | True | as it is a planet (astronomical object)
9. basses, tenor, altos, soprano | False | as these are general terms, not specific entities or names tied to specific scientific concepts",1.0
85,185,"Cooper studied with Oliver Coleman and Walter Dyett in the late 1950s and early 1960s , then studied at the American Conservatory and Loop College .","['Oliver Coleman', 'Walter Dyett', 'American Conservatory', 'Loop College']","['walter dyett', 'cooper', 'oliver coleman', 'loop college', 'american conservatory']","1. Cooper | True | as it is a person
2. Oliver Coleman | True | as it is a person
3. Walter Dyett | True | as it is a person
4. 1950s | False | as it is a time period
5. 1960s | False | as it is a time period
6. American Conservatory | True | as it is an educational institution
7. Loop College | True | as it is an educational institution",0.8888888888888888
86,359,"This included Virendranath Chattopadhyaya , Har Dayal , M.P.T. Acharya and Vinayak Damodar Savarkar .","['Virendranath Chattopadhyaya', 'Har Dayal', 'M.P.T. Acharya', 'Vinayak Damodar Savarkar']","['vinayak damodar savarkar', 'm.p.t. acharya', 'har dayal', 'virendranath chattopadhyaya']","1. Virendranath Chattopadhyaya | True | as it is a person
2. Har Dayal | True | as it is a person
3. M.P.T. Acharya | True | as it is a person
4. Vinayak Damodar Savarkar | True | as it is a person",1.0
87,161,"The Perturb-seq protocol uses CRISPR technology to inactivate specific genes and DNA barcoding of each guide RNA to allow for all perturbations to be pooled together and later deconvoluted , with assignment of each phenotype to a specific guide RNA .","['Perturb-seq protocol', 'CRISPR technology', 'DNA barcoding', 'RNA', 'guide RNA']","['dna barcoding', 'guide rna', 'crispr technology', 'phenotype', 'perturb-seq protocol']","1. Perturb-seq protocol | True | as it is a scientific technique
2. CRISPR technology | True | as it is a scientific discipline
3. DNA barcoding | True | as it is a scientific technique
4. guide RNA | True | as it is a scientific specimen
5. phenotype | True | as it is a scientific discipline",0.8
88,402,"He was sent to Sheppard Air Force Base in Wichita Falls , Texas , for five weeks of basic flight training , and was later stationed at Brooks Air Force Base in San Antonio , Texas .","['Sheppard Air Force Base', 'Wichita Falls', 'Texas', 'Brooks Air Force Base', 'San Antonio', 'Texas']","['sheppard air force base', 'texas', 'brooks air force base', 'wichita falls', 'san antonio']","1. Sheppard Air Force Base | True | as it is a location
2. Wichita Falls | True | as it is a location
3. Texas | True | as it is a location
4. basic flight training | False | as it is a type of training rather than an entity
5. Brooks Air Force Base | True | as it is a location
6. San Antonio | True | as it is a location",1.0
89,272,"Moore was President of the British Astronomical Association , co-founder and president of the Society for Popular Astronomy , author of over seventy books on astronomy , and presenter of the world 's longest-running television series with the same original presenter , BBC ' s The Sky at Night ( from 1957 ) .","['Moore', 'British Astronomical Association', 'Society for Popular Astronomy', 'astronomy', 'BBC', 'The Sky at Night']","['society for popular astronomy', 'bbc', 'the sky at night', 'british astronomical association', 'astronomy', 'moore']","1. Moore | True | as it is a person
2. British Astronomical Association | True | as it is an organization
3. Society for Popular Astronomy | True | as it is an organization
4. Astronomy | True | as it is a scientific discipline
5. BBC | True | as it is an organization
6. The Sky at Night | True | as it is a television series
7. 1957 | False | as it is a date",1.0
90,341,"Charon is the sixth-largest trans-Neptunian object after Pluto , Eris , Haumea , Makemake and 225088 Gonggong .","['Charon', 'trans-Neptunian', 'Pluto', 'Eris', 'Haumea', 'Makemake', '225088 Gonggong']","['charon', 'haumea', 'trans-neptunian object', 'eris', 'makemake', '225088 gonggong', 'pluto']","1. Charon | True | as it is an astronomical object
2. trans-Neptunian object | True | as it is a category of astronomical objects
3. Pluto | True | as it is a dwarf planet and astronomical object
4. Eris | True | as it is a dwarf planet and astronomical object
5. Haumea | True | as it is a dwarf planet and astronomical object
6. Makemake | True | as it is a dwarf planet and astronomical object
7. 225088 Gonggong | True | as it is an astronomical object",0.8571428571428571
91,231,"Schweickart is a Fellow of the American Astronautical Society , the International Academy of Astronautics and the California Academy of Sciences , as well as an Associate Fellow of the American Institute of Aeronautics and Astronautics .","['Schweickart', 'Fellow of the American Astronautical Society', 'International Academy of Astronautics', 'California Academy of Sciences', 'American Institute of Aeronautics and Astronautics']","['american astronautical society', 'schweickart', 'california academy of sciences', 'american institute of aeronautics and astronautics', 'international academy of astronautics']","1. Schweickart | True | person
2. American Astronautical Society | True | organization
3. International Academy of Astronautics | True | organization
4. California Academy of Sciences | True | organization
5. American Institute of Aeronautics and Astronautics | True | organization",0.8
92,114,"Uranus is similar in composition to Neptune , and both have bulk chemical compositions which differ from that of the larger gas giant s Jupiter and Saturn .","['Uranus', 'Neptune', 'gas giant', 'Jupiter', 'Saturn']","['uranus', 'neptune', 'saturn', 'jupiter']","1. Uranus | True | as it is an astronomical object
2. Neptune | True | as it is an astronomical object
3. Jupiter | True | as it is an astronomical object
4. Saturn | True | as it is an astronomical object",0.8888888888888888
93,248,"He has served various editorial roles for the journals Evolution : This View of Life , The Quarterly Review of Biology , Behavioral Ecology , Biology Letters , and Ethology .","['This View of Life', 'The Quarterly Review of Biology', 'Behavioral Ecology', 'Biology Letters', 'Ethology']","['ethology', 'evolution: this view of life', 'behavioral ecology', 'biology letters', 'the quarterly review of biology']","1. Evolution: This View of Life | True | as it is an academic journal
2. The Quarterly Review of Biology | True | as it is an academic journal
3. Behavioral Ecology | True | as it is an academic journal
4. Biology Letters | True | as it is an academic journal
5. Ethology | True | as it is an academic journal",0.8
94,110,He was also awarded the Eddington Medal of the Royal Astronomical Society in 1969 .,"['Eddington Medal', 'Royal Astronomical Society']","['royal astronomical society', 'eddington medal']","1. Eddington Medal | True | as it is an award
2. Royal Astronomical Society | True | as it is an organization
3. 1969 | False | as it is a date",1.0
95,413,"To address this situation , Gregory S. Paul and Kenneth Carpenter ( 2010 ) submitted a petition to the International Commission on Zoological Nomenclature to have the name A. fragilis officially transferred to the more complete specimen USNM4734 ( as a neotype ) .","['Gregory S. Paul', 'Kenneth Carpenter', 'International Commission on Zoological Nomenclature', 'A. fragilis', 'USNM4734']","['gregory s. paul', 'international commission on zoological nomenclature', 'usnm4734', 'kenneth carpenter', 'a. fragilis', 'neotype']","1. Gregory S. Paul | True | person
2. Kenneth Carpenter | True | person
3. International Commission on Zoological Nomenclature | True | organization
4. A. fragilis | True | scientific specimen
5. USNM4734 | True | scientific specimen
6. neotype | True | scientific concept",0.9090909090909091
96,203,"In 1985 , as part of his work in America , Hughes won an Emmy for Outstanding Directing for a Variety or Music Program for directing the televised version of the musical Sweeney Todd : The Demon Barber of Fleet Street , starring George Hearn and Angela Lansbury .","['America', 'Hughes', 'Emmy for Outstanding Directing for a Variety or Music Program', 'Sweeney Todd : The Demon Barber of Fleet Street', 'George Hearn', 'Angela Lansbury']","['angela lansbury', 'george hearn', 'america', 'hughes', 'outstanding directing for a variety or music program', 'emmy', 'sweeney todd: the demon barber of fleet street']","1. America | True | as it is a location (country)
   2. Hughes | True | as it is a person
   3. Emmy | True | as it is an award
   4. Outstanding Directing for a Variety or Music Program | True | as it is an award category
   5. Sweeney Todd: The Demon Barber of Fleet Street | True | as it is a musical (event)
   6. George Hearn | True | as it is a person
   7. Angela Lansbury | True | as it is a person",0.6153846153846154
97,217,"As the Doctor ( David Tennant ) and his companion Donna Noble ( Catherine Tate ) try to find Earth , his previous companions Jack Harkness ( John Barrowman ) , Martha Jones ( Freema Agyeman ) , Sarah Jane Smith ( Elisabeth Sladen ) , and Rose Tyler ( Billie Piper ) convene to contact him and mount a defence against the Daleks .","['David Tennant', 'Donna Noble', 'Catherine Tate', 'Earth', 'Jack Harkness', 'John Barrowman', 'Martha Jones', 'Freema Agyeman', 'Sarah Jane Smith', 'Elisabeth Sladen', 'Rose Tyler', 'Billie Piper', 'Daleks']","['earth', 'elisabeth sladen', 'john barrowman', 'david tennant', 'freema agyeman', 'catherine tate', 'billie piper']","1. Doctor | False | as it is a character, not a person
2. David Tennant | True | person
3. Donna Noble | False | as it is a character, not a person
4. Catherine Tate | True | person
5. Earth | True | astronomical object
6. Jack Harkness | False | as it is a character, not a person
7. John Barrowman | True | person
8. Martha Jones | False | as it is a character, not a person
9. Freema Agyeman | True | person
10. Sarah Jane Smith | False | as it is a character, not a person
11. Elisabeth Sladen | True | person
12. Rose Tyler | False | as it is a character, not a person
13. Billie Piper | True | person
14. Daleks | False | as it is a fictional entity, not a real entity",0.7
98,378,"The town was frequented by notable Old West personalities , including Dave Rudabaugh , Billy the Kid , Pat Garrett , and Shotgun John Collins .","['Dave Rudabaugh', 'Billy the Kid', 'Pat Garrett', 'Shotgun John Collins']","['shotgun john collins', 'pat garrett', 'billy the kid', 'dave rudabaugh']","1. Dave Rudabaugh | True | person
2. Billy the Kid | True | person
3. Pat Garrett | True | person
4. Shotgun John Collins | True | person",1.0
99,4,"This binding results in the activation of a signalling pathway which allows for the transcription factor NF-κB to enter the nucleus of the macrophage and initiate the transcription and eventual secretion of various cytokines such as Il-8 , Interleukin-1 family , and TNFα .","['NF-κB', 'Il-8', 'Interleukin-1 family', 'TNFα']","['tnfα', 'il-8', 'transcription factor nf-κb', 'macrophage', 'signalling pathway', 'cytokines', 'interleukin-1 family']","1. Binding | False | as it is a process
    2. Signalling pathway | True | as it is a part of cellular process with a specific name
    3. Transcription factor NF-κB | True | as it is a protein
    4. Nucleus | False | as it is a cellular part
    5. Macrophage | True | as it is a type of immune cell
    6. Transcription | False | as it is a process
    7. Secretion | False | as it is a process
    8. Cytokines | True | as it is a group of cell signalling molecules
    9. Il-8 | True | as it is a protein
    10. Interleukin-1 family | True | as it is a group of proteins
    11. TNFα | True | as it is a protein",0.5454545454545454
